epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1444.52,1.22522,0.96291,1.25431,0.22525,0.30159,0.24956,0.11711,1.98426,1.3273,1.73775,0.00120586,0.00120586,0.00120586
54,1470.29,1.26399,0.95957,1.26762,0.20432,0.34921,0.23969,0.09714,2.06008,1.39487,1.81055,0.0011977,0.0011977,0.0011977
55,1495.36,1.37874,1.0074,1.27802,0.25178,0.34921,0.26239,0.11502,2.06809,1.31709,1.82265,0.00118943,0.00118943,0.00118943
56,1520.74,1.36448,0.99102,1.27632,0.57068,0.32503,0.23959,0.08404,2.25296,1.25514,2.00872,0.00118104,0.00118104,0.00118104
57,1546.19,1.23403,0.90173,1.22512,0.54301,0.39683,0.26441,0.09473,2.26768,1.44081,2.07942,0.00117253,0.00117253,0.00117253
58,1571.37,1.31479,0.95731,1.23378,0.95033,0.2267,0.28313,0.09738,2.0823,1.30891,1.83351,0.00116391,0.00116391,0.00116391
59,1596.16,1.33588,0.97306,1.26761,0.60678,0.40476,0.28469,0.11798,1.95208,1.24191,1.85046,0.00115519,0.00115519,0.00115519
60,1620.57,1.24553,0.90923,1.22812,0.53256,0.38889,0.24964,0.09258,2.24567,1.42573,2.14126,0.00114636,0.00114636,0.00114636
61,1645.45,1.29022,0.90267,1.25387,0.22201,0.40476,0.25849,0.10392,2.0171,1.24101,1.84924,0.00113742,0.00113742,0.00113742
62,1670.39,1.31518,0.96338,1.21697,0.58248,0.23016,0.25148,0.0898,2.14453,1.21929,1.97114,0.00112838,0.00112838,0.00112838
63,1695.27,1.26724,0.89794,1.22712,0.18634,0.30952,0.23168,0.10003,2.08124,1.22283,1.96889,0.00111924,0.00111924,0.00111924
64,1720.11,1.17861,0.88655,1.16508,0.27207,0.39683,0.27489,0.10265,2.08863,1.3552,2.01037,0.00111,0.00111,0.00111
65,1744.4,1.19842,0.84134,1.20565,0.24186,0.35714,0.27039,0.10362,2.02189,1.30285,1.9868,0.00110066,0.00110066,0.00110066
66,1769.47,1.20119,0.90203,1.23281,0.21501,0.34127,0.24212,0.10408,2.01786,1.2699,1.92588,0.00109124,0.00109124,0.00109124
67,1794.5,1.23154,0.87954,1.20907,0.25019,0.38095,0.29288,0.12134,2.0395,1.16716,1.91932,0.00108172,0.00108172,0.00108172
68,1820.6,1.13842,0.86394,1.17042,0.21859,0.28571,0.25056,0.10566,1.98902,1.38443,1.8169,0.00107211,0.00107211,0.00107211
69,1845.97,1.20298,0.85462,1.17784,0.3004,0.43651,0.31247,0.11397,2.0566,1.42588,1.8978,0.00106242,0.00106242,0.00106242
70,1870.49,1.20429,0.86376,1.15951,0.58979,0.29365,0.26747,0.10413,2.13131,1.21059,1.90568,0.00105264,0.00105264,0.00105264
71,1895.38,1.18405,0.84903,1.17537,0.31134,0.43651,0.33174,0.13426,1.83571,1.24201,1.68522,0.00104278,0.00104278,0.00104278
72,1920.13,1.15209,0.89443,1.19438,0.5626,0.37302,0.26736,0.11059,1.91574,1.40014,1.72409,0.00103284,0.00103284,0.00103284
73,1945.78,1.20333,0.87156,1.1778,0.53908,0.40476,0.24684,0.09242,2.06905,1.33696,1.90131,0.00102282,0.00102282,0.00102282
74,1970.98,1.13318,0.85528,1.17035,0.21399,0.33333,0.2266,0.07921,2.18907,1.30569,1.90915,0.00101273,0.00101273,0.00101273
75,1995.97,1.18903,0.78895,1.15817,0.21961,0.38889,0.24182,0.09669,2.16336,1.39359,2.05479,0.00100257,0.00100257,0.00100257
76,2020.38,1.17217,0.82788,1.17931,0.22571,0.38889,0.23049,0.08805,2.17098,1.48009,2.21372,0.000992338,0.000992338,0.000992338
77,2044.65,1.13589,0.80067,1.23293,0.2444,0.34921,0.24097,0.09358,2.24464,1.3308,2.02257,0.00098204,0.00098204,0.00098204
78,2070.63,1.07855,0.72954,1.1272,0.28888,0.42063,0.29618,0.11259,2.18153,1.28432,2.0913,0.000971677,0.000971677,0.000971677
79,2095.32,1.07633,0.72848,1.13023,0.33753,0.43651,0.32432,0.1229,2.02652,1.24647,1.9057,0.000961253,0.000961253,0.000961253
80,2119.06,1.09846,0.74427,1.14968,0.28611,0.42063,0.31582,0.11199,2.12068,1.30764,1.88137,0.00095077,0.00095077,0.00095077
81,2143.5,1.14523,0.76245,1.12402,0.28994,0.4253,0.32206,0.13391,1.93116,1.08402,1.8204,0.00094023,0.00094023,0.00094023
82,2168.99,1.03221,0.72561,1.13988,0.58104,0.36508,0.29481,0.12831,1.9689,1.12459,1.84621,0.000929636,0.000929636,0.000929636
83,2194.56,1.05272,0.71059,1.12479,0.23595,0.37302,0.30459,0.10812,2.05471,1.09542,1.87757,0.000918991,0.000918991,0.000918991
84,2219.31,1.0933,0.75122,1.11867,0.2619,0.42063,0.30322,0.10429,2.28043,1.19146,2.0672,0.000908297,0.000908297,0.000908297
85,2244.22,1.06327,0.70435,1.09081,0.34578,0.43651,0.31589,0.12767,2.03657,1.05346,1.90531,0.000897557,0.000897557,0.000897557
86,2269.66,0.9707,0.70398,1.08391,0.2557,0.36517,0.28097,0.12081,1.92471,1.0396,1.82595,0.000886774,0.000886774,0.000886774
87,2295.37,1.03511,0.73343,1.12406,0.24198,0.37988,0.31129,0.14021,1.85155,1.02217,1.73514,0.00087595,0.00087595,0.00087595
88,2320.48,1.04251,0.73619,1.13528,0.58738,0.39683,0.26669,0.12337,2.05693,1.24183,1.96682,0.000865088,0.000865088,0.000865088
89,2345.84,0.99279,0.73731,1.14496,0.57378,0.39683,0.27197,0.10705,2.11904,1.27754,2.02793,0.00085419,0.00085419,0.00085419
90,2370.86,1.06686,0.72224,1.1156,0.95795,0.27778,0.32411,0.10875,2.17954,1.35647,2.28763,0.00084326,0.00084326,0.00084326
91,2396.59,1.05776,0.74423,1.09707,0.22911,0.39683,0.27631,0.11512,2.09175,1.20472,1.9826,0.0008323,0.0008323,0.0008323
92,2422.33,1.01193,0.67757,1.08162,0.67671,0.40476,0.29745,0.11443,2.03492,1.27885,1.92182,0.000821312,0.000821312,0.000821312
93,2446.84,0.95303,0.68454,1.06008,0.61157,0.39683,0.27908,0.11446,1.89784,1.19885,1.84663,0.0008103,0.0008103,0.0008103
94,2472.38,0.9525,0.66558,1.10072,0.59532,0.36508,0.27767,0.12562,1.79571,1.14192,1.79287,0.000799266,0.000799266,0.000799266
95,2497.44,0.99409,0.64425,1.08134,0.58023,0.35714,0.27603,0.1201,1.78178,1.12385,1.78132,0.000788213,0.000788213,0.000788213
96,2523.52,0.97426,0.65684,1.07146,0.58251,0.38889,0.25646,0.12976,1.84199,1.0318,1.76243,0.000777143,0.000777143,0.000777143
97,2547.53,0.96482,0.6437,1.04833,0.3111,0.4127,0.29255,0.11766,1.93173,1.08071,1.7962,0.00076606,0.00076606,0.00076606
98,2573.43,0.95584,0.6491,1.07576,0.305,0.42063,0.30904,0.12556,1.98507,1.09411,1.78128,0.000754966,0.000754966,0.000754966
99,2598.09,0.9695,0.67542,1.0921,0.26759,0.42857,0.30418,0.10973,1.98647,1.24125,1.77235,0.000743864,0.000743864,0.000743864
100,2623.52,0.91178,0.64592,1.04283,0.27738,0.42827,0.30126,0.12279,1.9524,1.16281,1.8302,0.000732756,0.000732756,0.000732756
101,2649.16,0.94667,0.66736,1.07064,0.28686,0.42063,0.30322,0.12019,2.07368,1.22622,1.95907,0.000721645,0.000721645,0.000721645
102,2674.43,0.92529,0.60787,1.03665,0.26764,0.39683,0.25928,0.11418,2.05654,1.23818,1.84243,0.000710534,0.000710534,0.000710534
103,2700.1,0.94022,0.63093,1.06355,0.25229,0.35714,0.26944,0.11696,1.89181,1.15065,1.79152,0.000699426,0.000699426,0.000699426
104,2726.34,0.98558,0.61445,1.0562,0.23675,0.35714,0.26373,0.10076,2.01109,1.27063,1.90767,0.000688324,0.000688324,0.000688324
105,2751.26,0.92765,0.63941,1.07316,0.23842,0.36508,0.28119,0.11612,1.96834,1.26123,1.88225,0.00067723,0.00067723,0.00067723
106,2776.59,0.89585,0.60351,1.03834,0.63218,0.38889,0.33616,0.13136,1.92607,1.28149,1.90631,0.000666147,0.000666147,0.000666147
107,2801.76,0.85773,0.61593,1.01282,0.64633,0.42857,0.30843,0.11772,1.99593,1.37216,1.95465,0.000655077,0.000655077,0.000655077
108,2827.28,0.97483,0.62577,1.06166,0.31064,0.42063,0.32901,0.13243,1.87942,1.31113,1.85136,0.000644024,0.000644024,0.000644024
109,2851.78,0.92061,0.57713,1.02629,0.66333,0.38889,0.29582,0.11073,2.04651,1.36186,2.0589,0.00063299,0.00063299,0.00063299
110,2877.11,0.91324,0.6138,1.04919,0.34866,0.39683,0.31092,0.11305,2.15823,1.23101,2.07811,0.000621978,0.000621978,0.000621978
111,2902.43,0.89316,0.64379,1.08154,0.3284,0.41836,0.31953,0.12423,2.16214,1.21655,2.11477,0.00061099,0.00061099,0.00061099
112,2927.78,0.92344,0.60177,1.03174,0.32192,0.43651,0.33616,0.13911,1.93131,1.02326,1.86118,0.00060003,0.00060003,0.00060003
113,2953.09,0.85581,0.60456,1.05776,0.35154,0.43437,0.34716,0.14369,1.86214,1.01004,1.78195,0.0005891,0.0005891,0.0005891
114,2978.38,0.89505,0.56623,1.04474,0.67321,0.38382,0.35837,0.14683,1.90717,1.07874,1.84032,0.000578202,0.000578202,0.000578202
115,3003.02,0.84606,0.60003,1.04477,0.70447,0.38889,0.34587,0.13602,1.90725,1.17239,1.80124,0.00056734,0.00056734,0.00056734
116,3029.23,0.90008,0.59837,1.02407,0.26587,0.36508,0.2603,0.11357,2.09969,1.12659,1.99399,0.000556516,0.000556516,0.000556516
117,3053.24,0.87002,0.58653,1.04867,0.33572,0.42063,0.29649,0.12677,1.87596,1.16513,1.77254,0.000545733,0.000545733,0.000545733
118,3078.75,0.86305,0.57457,0.99857,0.67372,0.42063,0.31658,0.1368,1.80164,1.05185,1.75877,0.000534993,0.000534993,0.000534993
119,3103.2,0.84881,0.57459,1.04427,0.65821,0.39683,0.29455,0.12966,1.91533,1.0379,1.86698,0.000524299,0.000524299,0.000524299
120,3128.51,0.86672,0.59616,1.03885,0.67387,0.37302,0.30599,0.12363,1.96787,1.08995,1.87696,0.000513654,0.000513654,0.000513654
121,3153.3,0.82626,0.59848,1.04077,0.6104,0.42857,0.29709,0.13013,1.89526,1.05393,1.76032,0.00050306,0.00050306,0.00050306
122,3178.09,0.85483,0.5732,1.03372,0.70403,0.43651,0.34864,0.13286,1.92313,1.01845,1.85235,0.00049252,0.00049252,0.00049252
123,3203.25,0.84893,0.60772,1.00831,0.32108,0.40476,0.29025,0.12147,1.94332,0.99372,1.92522,0.000482037,0.000482037,0.000482037
124,3228.82,0.83386,0.54762,1.02893,0.63202,0.37363,0.27577,0.11278,1.99415,1.10453,1.93507,0.000471613,0.000471613,0.000471613
125,3253.75,0.8834,0.59982,1.0577,0.64607,0.35714,0.31598,0.11712,2.03179,1.11107,1.96583,0.00046125,0.00046125,0.00046125
126,3278.58,0.83918,0.58113,1.0418,0.72398,0.38889,0.35668,0.137,1.93804,1.09453,1.87513,0.000450952,0.000450952,0.000450952
127,3303.16,0.78237,0.54071,1.00267,0.71707,0.43591,0.34653,0.13233,1.85031,0.96109,1.75049,0.00044072,0.00044072,0.00044072
128,3328.67,0.7494,0.5165,1.00058,0.62796,0.38721,0.32463,0.1144,2.00435,1.1297,1.95785,0.000430558,0.000430558,0.000430558
129,3353.82,0.83931,0.5543,1.01181,0.69834,0.37302,0.33311,0.12914,1.94463,1.12078,1.91081,0.000420468,0.000420468,0.000420468
130,3378.6,0.78325,0.52676,0.99303,0.68037,0.42063,0.31793,0.13519,1.86025,1.14425,1.80169,0.000410452,0.000410452,0.000410452
131,3403.38,0.76124,0.50877,0.97966,0.67002,0.4127,0.30886,0.13491,1.82002,1.09146,1.8151,0.000400513,0.000400513,0.000400513
132,3429.19,0.76978,0.5107,0.98758,0.67368,0.42063,0.3037,0.13367,1.8109,1.06237,1.83937,0.000390653,0.000390653,0.000390653
133,3454.1,0.78631,0.50904,0.98767,0.67695,0.4127,0.31156,0.13552,1.80237,1.0242,1.83051,0.000380874,0.000380874,0.000380874
134,3479.12,0.758,0.52961,0.97979,0.67597,0.4127,0.33307,0.14846,1.78481,1.03178,1.89959,0.00037118,0.00037118,0.00037118
135,3503.56,0.78306,0.52181,1.01389,0.69988,0.42857,0.34885,0.14688,1.74672,1.11593,1.85214,0.000361572,0.000361572,0.000361572
136,3528.24,0.77234,0.5027,0.97989,0.68373,0.42063,0.34533,0.1485,1.85639,1.15464,1.91007,0.000352053,0.000352053,0.000352053
137,3553.95,0.78393,0.50097,0.99537,0.6511,0.4127,0.32957,0.1427,1.89179,1.15352,1.85716,0.000342625,0.000342625,0.000342625
138,3579.09,0.71648,0.49105,0.98955,0.71493,0.42063,0.3361,0.14052,1.90545,1.12286,1.94248,0.000333291,0.000333291,0.000333291
139,3604.18,0.71059,0.51875,0.98116,0.6861,0.42063,0.32299,0.13341,1.91931,1.09905,1.98934,0.000324053,0.000324053,0.000324053
140,3629.2,0.75179,0.55615,1.01361,0.65271,0.40476,0.31085,0.13167,1.93607,1.11427,1.91785,0.000314912,0.000314912,0.000314912
141,3653.85,0.6969,0.47122,0.9866,0.6797,0.39683,0.3109,0.13578,1.90542,1.21489,1.80202,0.000305872,0.000305872,0.000305872
142,3678.54,0.75964,0.50292,0.97373,0.69415,0.42063,0.3454,0.14913,1.81172,1.11967,1.7026,0.000296935,0.000296935,0.000296935
143,3703.49,0.75859,0.48278,0.96027,0.69674,0.42063,0.35943,0.15144,1.83132,1.13559,1.70704,0.000288102,0.000288102,0.000288102
144,3728.83,0.67054,0.46334,0.94671,0.69755,0.42857,0.36903,0.15795,1.782,1.08055,1.71896,0.000279376,0.000279376,0.000279376
145,3753.82,0.70456,0.4671,0.96127,0.73011,0.42857,0.35313,0.15399,1.76665,1.02561,1.71246,0.00027076,0.00027076,0.00027076
146,3781,0.6536,0.47433,0.99584,0.68439,0.4127,0.32591,0.13437,1.84272,1.01398,1.75273,0.000262255,0.000262255,0.000262255
147,3808.93,0.70149,0.46646,0.95877,0.69599,0.41251,0.3216,0.1313,1.81134,0.96638,1.75174,0.000253863,0.000253863,0.000253863
148,3835.07,0.69409,0.4614,0.96236,0.67105,0.4127,0.31575,0.14495,1.76319,0.96453,1.73426,0.000245586,0.000245586,0.000245586
149,3862.51,0.74906,0.49498,0.96189,0.65728,0.42857,0.31571,0.14254,1.7504,0.95645,1.77137,0.000237427,0.000237427,0.000237427
150,3889.4,0.70557,0.50492,0.98172,0.67879,0.4122,0.30802,0.14343,1.81227,0.98713,1.81785,0.000229388,0.000229388,0.000229388
151,3917.21,0.71298,0.4584,0.92212,0.66866,0.40133,0.30648,0.14023,1.90402,0.98854,1.85044,0.000221469,0.000221469,0.000221469
152,3943.42,0.70909,0.49308,0.97035,0.68532,0.4127,0.32344,0.13838,2.00788,0.97591,2.00631,0.000213675,0.000213675,0.000213675
153,3969.76,0.70696,0.47751,0.95051,0.65372,0.42063,0.31724,0.13252,2.0312,0.98315,2.04854,0.000206005,0.000206005,0.000206005
154,3997.06,0.64788,0.46254,0.96055,0.65531,0.42063,0.31572,0.12777,2.01258,0.99394,2.03954,0.000198463,0.000198463,0.000198463
155,4025.02,0.70831,0.48513,0.99938,0.68352,0.42063,0.32528,0.13357,1.94568,0.99635,1.99712,0.00019105,0.00019105,0.00019105
156,4050.47,0.69124,0.45188,0.95472,0.67207,0.40476,0.29787,0.12734,1.97444,1.10248,1.9424,0.000183768,0.000183768,0.000183768
157,4078.73,0.70894,0.45554,0.94847,0.69174,0.42063,0.32373,0.13054,1.97004,1.1329,1.9502,0.000176619,0.000176619,0.000176619
158,4104.63,0.62257,0.43142,0.94413,0.70862,0.42857,0.33821,0.14056,1.9044,1.03462,1.90442,0.000169604,0.000169604,0.000169604
159,4130.75,0.68286,0.47845,0.95921,0.70078,0.41321,0.32295,0.13838,1.91396,1.05949,1.91577,0.000162725,0.000162725,0.000162725
160,4158.37,0.67057,0.46259,0.93589,0.69421,0.41444,0.33078,0.14277,1.94378,1.05212,1.97262,0.000155984,0.000155984,0.000155984
161,4185.27,0.67626,0.45008,0.95037,0.70356,0.41947,0.33294,0.15163,1.92656,1.07024,1.96939,0.000149383,0.000149383,0.000149383
162,4211.27,0.649,0.44804,0.94449,0.69863,0.4127,0.32164,0.14859,1.93017,1.10828,1.97409,0.000142923,0.000142923,0.000142923
163,4239.62,0.65533,0.42051,0.92998,0.69054,0.4127,0.33321,0.15457,1.93008,1.13572,1.96887,0.000136605,0.000136605,0.000136605
164,4266.98,0.67671,0.44533,0.97036,0.6788,0.40476,0.33165,0.14659,1.95997,1.13541,1.98157,0.000130432,0.000130432,0.000130432
165,4294.43,0.61525,0.44767,0.94075,0.67552,0.4127,0.32349,0.1472,1.89748,1.1187,1.8839,0.000124405,0.000124405,0.000124405
166,4320.37,0.62338,0.43336,0.92285,0.68425,0.42063,0.33887,0.14847,1.86967,1.06916,1.89003,0.000118526,0.000118526,0.000118526
167,4346.63,0.66736,0.47701,0.96076,0.69067,0.42063,0.32991,0.14897,1.84277,1.00826,1.86794,0.000112795,0.000112795,0.000112795
168,4372.86,0.64352,0.44072,0.93909,0.69598,0.42141,0.33141,0.14687,1.81009,0.98787,1.78117,0.000107214,0.000107214,0.000107214
169,4398.77,0.63361,0.43582,0.96421,0.70109,0.42053,0.32241,0.14189,1.85623,0.99755,1.79853,0.000101785,0.000101785,0.000101785
170,4425.2,0.60998,0.44344,0.92476,0.70126,0.41907,0.32227,0.13986,1.89754,0.98559,1.86606,9.6509e-05,9.6509e-05,9.6509e-05
171,4453.2,0.66268,0.44724,0.97653,0.71461,0.42857,0.3343,0.14218,1.8848,0.95729,1.87407,9.13871e-05,9.13871e-05,9.13871e-05
172,4482.47,0.66461,0.44034,0.93192,0.7071,0.42063,0.32418,0.14329,1.84348,0.93077,1.84157,8.64207e-05,8.64207e-05,8.64207e-05
173,4509.1,0.60593,0.408,0.92084,0.7153,0.42857,0.33766,0.14227,1.80591,0.91636,1.81346,8.16111e-05,8.16111e-05,8.16111e-05
174,4534.71,0.65685,0.43113,0.94564,0.70859,0.42063,0.32307,0.13994,1.8237,0.94661,1.8054,7.69593e-05,7.69593e-05,7.69593e-05
