epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,670.927,1.44092,1.46731,1.45209,0.41196,0.51221,0.426,0.21445,1.95283,2.90872,2.12289,0.0013519,0.0013519,0.0013519
32,693.888,1.41533,1.37981,1.44153,0.51479,0.76923,0.56515,0.27195,1.70856,2.04208,2.0663,0.00134678,0.00134678,0.00134678
33,716.95,1.40972,1.40019,1.35439,0.49253,0.5,0.43188,0.205,1.69187,3.13681,2.05218,0.0013415,0.0013415,0.0013415
34,739.968,1.39228,1.27079,1.33779,0.41216,0.34615,0.32872,0.19206,1.49512,6.47583,1.84157,0.00133608,0.00133608,0.00133608
35,761.012,1.42168,1.40382,1.41231,0.51435,0.61538,0.51143,0.29061,1.45357,2.24388,1.81953,0.0013305,0.0013305,0.0013305
36,783.273,1.32547,1.41599,1.35664,0.55848,0.88462,0.59656,0.29746,1.61127,1.81569,2.09,0.00132476,0.00132476,0.00132476
37,803.626,1.24349,1.39311,1.34482,0.50855,0.57692,0.50536,0.2976,1.54831,2.16551,1.85354,0.00131888,0.00131888,0.00131888
38,825.009,1.29961,1.25478,1.31611,0.59774,0.65385,0.53095,0.33644,1.87975,2.59609,2.16125,0.00131286,0.00131286,0.00131286
39,845.996,1.32864,1.30371,1.33765,0.54623,0.741,0.5419,0.27658,1.75326,2.14718,2.20748,0.00130668,0.00130668,0.00130668
40,867.054,1.32313,1.25533,1.33992,0.68072,0.76923,0.63363,0.35944,1.72201,1.6973,2.36356,0.00130037,0.00130037,0.00130037
41,887.021,1.28838,1.22418,1.29105,0.51709,0.80769,0.52564,0.32174,1.65306,1.67154,2.04667,0.00129391,0.00129391,0.00129391
42,907.243,1.18954,1.2454,1.28023,0.58202,0.80769,0.61833,0.31473,1.63018,1.57447,1.99291,0.00128731,0.00128731,0.00128731
43,926.955,1.26711,1.29361,1.34083,0.58144,0.65385,0.54808,0.29006,1.60797,1.66511,1.81482,0.00128057,0.00128057,0.00128057
44,947.129,1.3273,1.21262,1.27168,0.4862,0.76441,0.61641,0.30259,1.53881,1.57061,1.77806,0.00127369,0.00127369,0.00127369
45,968.263,1.35572,1.30959,1.31658,0.58437,0.84615,0.68374,0.35263,1.48576,1.51111,1.82856,0.00126667,0.00126667,0.00126667
46,989.313,1.2671,1.13658,1.28164,0.63307,0.79655,0.61132,0.37079,1.3383,1.32013,1.7464,0.00125952,0.00125952,0.00125952
47,1010.25,1.32794,1.3032,1.28252,0.57208,0.8743,0.63546,0.37239,1.35427,1.26495,1.65881,0.00125224,0.00125224,0.00125224
48,1029.92,1.22455,1.15564,1.28334,0.60331,0.76062,0.58251,0.34616,1.40481,1.37553,1.65302,0.00124483,0.00124483,0.00124483
49,1051.11,1.20389,1.18464,1.23435,0.61668,0.84615,0.60818,0.33585,1.49388,1.44175,1.81575,0.00123728,0.00123728,0.00123728
50,1071.53,1.28816,1.12892,1.24813,0.7036,0.91324,0.68667,0.3602,1.55099,1.43118,1.83932,0.00122962,0.00122962,0.00122962
51,1091.01,1.27964,1.16172,1.24833,0.65855,0.88462,0.65014,0.38565,1.54973,1.36738,1.8958,0.00122182,0.00122182,0.00122182
52,1111.4,1.25676,1.28219,1.31296,0.48235,0.84615,0.57367,0.3387,1.53819,1.55127,1.89167,0.0012139,0.0012139,0.0012139
53,1131.18,1.18766,1.20424,1.22902,0.57921,0.69231,0.54534,0.33271,1.6254,1.7467,2.04174,0.00120586,0.00120586,0.00120586
54,1151.6,1.1814,1.09791,1.22087,0.5444,0.73543,0.57588,0.36835,1.58324,1.887,1.98926,0.0011977,0.0011977,0.0011977
55,1172.34,1.20935,1.1745,1.19862,0.68731,0.76108,0.62651,0.42425,1.4055,1.50949,1.97058,0.00118943,0.00118943,0.00118943
56,1193.38,1.23342,1.20393,1.25751,0.46295,0.89534,0.5213,0.3131,1.46595,2.02218,1.69457,0.00118104,0.00118104,0.00118104
57,1213.75,1.17481,1.09816,1.23024,0.6231,0.76318,0.59632,0.34358,1.60239,1.52941,1.8995,0.00117253,0.00117253,0.00117253
58,1233.36,1.21159,1.12128,1.24656,0.70377,0.76923,0.67359,0.38794,1.60662,1.44261,2.02652,0.00116391,0.00116391,0.00116391
59,1254.48,1.15704,1.11291,1.22564,0.65816,0.69231,0.64187,0.38296,1.48226,1.5472,1.83042,0.00115519,0.00115519,0.00115519
60,1274.77,1.17796,1.12327,1.23662,0.66233,0.76923,0.61689,0.34357,1.49173,1.35336,1.86192,0.00114636,0.00114636,0.00114636
61,1294.85,1.15944,1.07428,1.24019,0.54769,0.76923,0.58088,0.33038,1.54764,1.46978,1.9146,0.00113742,0.00113742,0.00113742
62,1314.18,1.09589,1.01829,1.17639,0.625,0.76923,0.62942,0.35463,1.32379,1.60353,1.55415,0.00112838,0.00112838,0.00112838
63,1335.32,1.20519,1.02766,1.23178,0.50337,0.84615,0.52413,0.31897,1.2643,1.55031,1.6016,0.00111924,0.00111924,0.00111924
64,1356.06,1.13122,1.00121,1.17644,0.56384,0.9449,0.62502,0.37991,1.11287,1.311,1.58651,0.00111,0.00111,0.00111
65,1375.5,1.17024,0.96647,1.17007,0.5751,0.93726,0.63105,0.39253,1.20748,1.19083,1.82586,0.00110066,0.00110066,0.00110066
66,1395.55,1.12925,1.04674,1.17762,0.52864,0.94915,0.60635,0.39687,1.28132,1.15748,1.70271,0.00109124,0.00109124,0.00109124
67,1415.3,1.0732,1.10213,1.2301,0.62769,0.90804,0.62999,0.42176,1.25305,1.13502,1.78674,0.00108172,0.00108172,0.00108172
68,1435,1.08589,1.2125,1.22391,0.51441,0.88462,0.56202,0.32347,1.41341,1.31582,1.9675,0.00107211,0.00107211,0.00107211
69,1454.62,1.08946,1.05163,1.17325,0.60579,0.92308,0.61855,0.38629,1.45909,1.22635,2.00578,0.00106242,0.00106242,0.00106242
70,1474.9,1.11457,1.08048,1.17736,0.616,0.88462,0.62603,0.39646,1.56255,1.67904,2.00245,0.00105264,0.00105264,0.00105264
71,1495.99,1.13604,1.02864,1.17038,0.63086,0.88462,0.64408,0.39473,1.21116,1.5032,1.64528,0.00104278,0.00104278,0.00104278
72,1516.65,1.05687,1.03845,1.15841,0.6352,0.84615,0.67692,0.4616,1.16666,1.27046,1.78066,0.00103284,0.00103284,0.00103284
73,1537.18,1.16055,1.08134,1.19919,0.6798,0.80769,0.66543,0.45051,1.2719,1.29233,1.98661,0.00102282,0.00102282,0.00102282
74,1558.17,1.07899,1.04508,1.17582,0.59442,0.90217,0.66772,0.42299,1.24927,1.40293,1.82945,0.00101273,0.00101273,0.00101273
75,1579.12,1.05259,1.10821,1.18222,0.57923,0.96154,0.62782,0.40639,1.23694,1.28345,1.82188,0.00100257,0.00100257,0.00100257
76,1600.79,1.06246,0.98587,1.14186,0.62605,0.83728,0.66101,0.43725,1.17135,1.43924,1.5698,0.000992338,0.000992338,0.000992338
77,1621.8,1.12276,0.97297,1.16927,0.64033,0.92308,0.66273,0.3837,1.2697,1.41977,1.81076,0.00098204,0.00098204,0.00098204
78,1642.78,1.06977,1.05188,1.15427,0.62789,0.92308,0.64656,0.35566,1.25365,1.26499,1.81159,0.000971677,0.000971677,0.000971677
79,1664.37,1.03198,0.99739,1.16349,0.61689,0.88462,0.59429,0.32705,1.34022,1.4052,1.77475,0.000961253,0.000961253,0.000961253
80,1686.32,1.06692,0.92861,1.14918,0.57422,0.88185,0.5574,0.33128,1.3439,1.6359,1.7268,0.00095077,0.00095077,0.00095077
81,1706.87,0.95843,1.03467,1.12421,0.55358,0.92308,0.55994,0.34038,1.26244,1.60285,1.71204,0.00094023,0.00094023,0.00094023
82,1726.64,1.02559,1.00789,1.13827,0.59041,0.77635,0.61285,0.37661,1.24958,1.33982,1.74047,0.000929636,0.000929636,0.000929636
83,1746.49,1.01603,0.90756,1.09292,0.59215,0.92308,0.62269,0.38623,1.17306,1.29802,1.65864,0.000918991,0.000918991,0.000918991
84,1766.43,0.98291,1.07423,1.13697,0.6388,0.88428,0.64184,0.43641,1.08587,1.27109,1.5524,0.000908297,0.000908297,0.000908297
85,1786.98,1.06884,0.96475,1.09773,0.58082,0.9593,0.63249,0.4343,1.0178,1.28841,1.40763,0.000897557,0.000897557,0.000897557
86,1807.36,0.92036,1.04914,1.11312,0.56453,0.88462,0.57822,0.40652,1.04134,1.15889,1.44653,0.000886774,0.000886774,0.000886774
87,1827.09,0.94388,0.99552,1.10344,0.58874,0.88105,0.58846,0.42465,1.07248,1.13836,1.59956,0.00087595,0.00087595,0.00087595
88,1846.89,0.97649,0.9217,1.08275,0.62027,0.69231,0.60185,0.4114,1.13247,1.18443,1.64497,0.000865088,0.000865088,0.000865088
89,1866.45,0.91224,0.9666,1.12697,0.49071,0.73077,0.49131,0.29847,1.24809,1.26851,1.756,0.00085419,0.00085419,0.00085419
90,1885.9,0.87414,0.8816,1.0577,0.48516,0.92308,0.57514,0.35751,1.10498,1.30305,1.64315,0.00084326,0.00084326,0.00084326
91,1906.48,0.93832,0.86223,1.08503,0.6267,0.92308,0.6438,0.44421,1.01982,1.26703,1.4913,0.0008323,0.0008323,0.0008323
92,1926.68,0.95187,0.91072,1.10395,0.59625,0.84615,0.62308,0.42607,0.99259,1.34447,1.42804,0.000821312,0.000821312,0.000821312
93,1947.18,0.97656,0.84957,1.08293,0.63785,0.88076,0.60409,0.39514,1.0025,1.37419,1.43701,0.0008103,0.0008103,0.0008103
94,1968.25,0.92773,0.92569,1.08768,0.62593,0.83687,0.56302,0.38611,1.05427,1.4165,1.59756,0.000799266,0.000799266,0.000799266
95,1988.27,0.93562,0.92574,1.1187,0.58837,0.87973,0.56809,0.37718,1.01235,1.48044,1.55262,0.000788213,0.000788213,0.000788213
96,2008.83,0.89464,0.8567,1.06404,0.65323,0.88462,0.62498,0.41216,1.01294,1.30084,1.5838,0.000777143,0.000777143,0.000777143
97,2028.34,0.90182,0.92404,1.12633,0.66544,0.92308,0.64756,0.4335,1.13563,1.20682,1.69458,0.00076606,0.00076606,0.00076606
98,2048.5,0.92343,0.87031,1.05104,0.58948,0.92308,0.62728,0.43677,0.95208,1.15994,1.37863,0.000754966,0.000754966,0.000754966
99,2069.92,0.89757,0.97768,1.10477,0.49571,0.94535,0.61125,0.42711,0.90379,1.22155,1.29146,0.000743864,0.000743864,0.000743864
100,2090.57,0.92068,0.88209,1.09273,0.52857,0.90582,0.59791,0.39183,0.96134,1.30034,1.28983,0.000732756,0.000732756,0.000732756
101,2110.33,0.84237,0.8341,1.03443,0.58459,0.84615,0.59088,0.41083,1.03668,1.3136,1.38062,0.000721645,0.000721645,0.000721645
102,2130.41,0.87841,0.87783,1.06745,0.58863,0.77053,0.61053,0.41649,1.07555,1.32251,1.48108,0.000710534,0.000710534,0.000710534
