epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,393.618,1.48164,1.69535,1.45403,0.46292,0.57692,0.41528,0.1505,2.45717,4.34125,2.72862,0.00137933,0.00137933,0.00137933
26,408.392,1.50585,1.47639,1.39643,0.80335,0.23077,0.28066,0.10991,2.40346,4.57265,2.61837,0.00137516,0.00137516,0.00137516
27,423.024,1.57389,1.66935,1.51993,0.65866,0.53846,0.55428,0.28827,1.5274,2.38494,2.01713,0.00137082,0.00137082,0.00137082
28,438.11,1.43628,1.65807,1.45779,0.52989,0.53846,0.47126,0.23109,1.75575,2.70745,2.02165,0.00136633,0.00136633,0.00136633
29,452.68,1.3975,1.41678,1.37253,0.49039,0.80769,0.61697,0.31592,1.72798,1.94665,2.14389,0.00136168,0.00136168,0.00136168
30,467.672,1.47734,1.31791,1.35222,0.6409,0.82402,0.67798,0.35357,1.80475,1.96168,2.06545,0.00135687,0.00135687,0.00135687
31,482.563,1.42057,1.38042,1.37322,0.47318,0.57692,0.52854,0.28361,1.77762,2.40357,2.04387,0.0013519,0.0013519,0.0013519
32,497.227,1.53432,1.48042,1.43047,0.50578,0.61538,0.50476,0.27466,1.82347,2.38136,2.09449,0.00134678,0.00134678,0.00134678
33,511.572,1.4669,1.47729,1.37953,0.54527,0.69231,0.53885,0.28063,1.68269,2.29495,1.85639,0.0013415,0.0013415,0.0013415
34,525.961,1.3866,1.40077,1.40758,0.38951,0.78544,0.39732,0.21832,1.55141,2.49084,1.83513,0.00133608,0.00133608,0.00133608
35,540.164,1.35659,1.49336,1.30551,0.27945,0.46154,0.26982,0.12982,1.59613,8.35846,1.79213,0.0013305,0.0013305,0.0013305
36,554.732,1.40994,1.66905,1.40861,0.3871,0.60746,0.39554,0.21535,1.42573,2.14096,1.69162,0.00132476,0.00132476,0.00132476
37,569.479,1.40747,1.49353,1.39862,0.46203,0.6937,0.45714,0.2492,1.40605,2.17702,1.69823,0.00131888,0.00131888,0.00131888
38,583.991,1.33719,1.45489,1.35449,0.48101,0.73077,0.51789,0.30037,1.32566,2.14711,1.76981,0.00131286,0.00131286,0.00131286
39,598.75,1.28031,1.378,1.32111,0.507,0.65385,0.57078,0.3255,1.35038,1.70997,1.8442,0.00130668,0.00130668,0.00130668
40,612.614,1.34812,1.37419,1.30425,0.53119,0.80769,0.61004,0.35186,1.7806,1.58322,2.05047,0.00130037,0.00130037,0.00130037
41,628.029,1.2784,1.45019,1.34498,0.63979,0.80769,0.63654,0.31709,1.82051,1.76423,2.0451,0.00129391,0.00129391,0.00129391
42,641.63,1.34099,1.51654,1.33368,0.49276,0.76923,0.51547,0.28061,1.55925,2.65698,1.7953,0.00128731,0.00128731,0.00128731
43,656.854,1.41112,1.48265,1.38927,0.60389,0.82117,0.60396,0.31164,1.57223,2.61269,1.86857,0.00128057,0.00128057,0.00128057
44,671.686,1.34153,1.47528,1.34234,0.44682,0.62148,0.46588,0.2765,1.85553,2.19953,2.13283,0.00127369,0.00127369,0.00127369
45,685.913,1.38273,1.48739,1.39838,0.54251,0.76923,0.64775,0.35438,1.66746,1.92047,1.85306,0.00126667,0.00126667,0.00126667
46,699.749,1.36777,1.42269,1.3249,0.65527,0.73111,0.63635,0.3121,1.62215,2.00435,1.86657,0.00125952,0.00125952,0.00125952
47,713.463,1.29779,1.33096,1.26927,0.72778,0.76923,0.67385,0.37674,1.64837,1.90168,1.91929,0.00125224,0.00125224,0.00125224
48,727.902,1.27501,1.47601,1.33297,0.50859,0.73077,0.60448,0.3409,1.81931,2.71051,2.01131,0.00124483,0.00124483,0.00124483
49,742.729,1.31288,1.39259,1.34633,0.51769,0.73077,0.5653,0.28532,2.05398,3.24619,2.24332,0.00123728,0.00123728,0.00123728
50,757.185,1.3304,1.32238,1.29392,0.65782,0.73077,0.62148,0.38769,1.88261,2.18006,2.10667,0.00122962,0.00122962,0.00122962
51,770.685,1.22594,1.31549,1.24714,0.68875,0.76609,0.65534,0.41846,1.52169,2.08576,1.82692,0.00122182,0.00122182,0.00122182
52,784.865,1.17141,1.29916,1.21644,0.59793,0.88462,0.56642,0.3245,1.43705,2.33299,1.7812,0.0012139,0.0012139,0.0012139
53,798.9,1.20628,1.16395,1.28605,0.65072,0.7885,0.63679,0.41134,1.5282,2.32764,1.81955,0.00120586,0.00120586,0.00120586
54,814.792,1.20175,1.20545,1.23707,0.64364,0.83385,0.67702,0.40315,1.42038,1.71871,1.71892,0.0011977,0.0011977,0.0011977
55,829.632,1.22264,1.35289,1.34169,0.65016,0.85798,0.68534,0.44663,1.31012,1.34322,1.6025,0.00118943,0.00118943,0.00118943
56,844.22,1.28149,1.26121,1.2297,0.67944,0.8154,0.67207,0.41309,1.06966,1.43517,1.45873,0.00118104,0.00118104,0.00118104
57,857.974,1.23968,1.23223,1.22572,0.68549,0.80769,0.63591,0.41338,1.16637,1.35772,1.57524,0.00117253,0.00117253,0.00117253
58,871.943,1.13704,1.18888,1.25342,0.59874,0.86108,0.66729,0.39567,1.2186,1.46265,1.64411,0.00116391,0.00116391,0.00116391
59,886.481,1.12136,1.12551,1.18269,0.59732,0.92308,0.72795,0.42759,1.21302,1.39724,1.55009,0.00115519,0.00115519,0.00115519
60,899.927,1.08204,1.30146,1.20264,0.70099,0.84615,0.65797,0.43304,1.17911,1.34792,1.5293,0.00114636,0.00114636,0.00114636
61,914.015,1.1966,1.3118,1.20311,0.6172,0.88462,0.61127,0.40531,1.19973,1.40982,1.44901,0.00113742,0.00113742,0.00113742
62,927.363,1.09626,1.24038,1.24454,0.61832,0.81005,0.62581,0.41066,1.18137,1.58999,1.43737,0.00112838,0.00112838,0.00112838
63,942.006,1.15838,1.21921,1.22933,0.60977,0.76923,0.59619,0.37265,1.16874,1.78922,1.38995,0.00111924,0.00111924,0.00111924
64,956.359,1.08928,1.11967,1.18504,0.6445,0.80769,0.61816,0.39999,1.19754,1.68017,1.42679,0.00111,0.00111,0.00111
65,971.006,1.17679,1.179,1.19789,0.63842,0.73077,0.61924,0.36121,1.20463,1.71505,1.43152,0.00110066,0.00110066,0.00110066
66,984.615,1.13782,1.11779,1.18104,0.56735,0.80698,0.55483,0.35505,1.25732,1.76093,1.51448,0.00109124,0.00109124,0.00109124
67,998.132,1.05684,1.17556,1.1814,0.59327,0.78568,0.60741,0.41901,1.10444,1.65083,1.37504,0.00108172,0.00108172,0.00108172
68,1012.57,1.13327,1.12913,1.18774,0.68779,0.76923,0.62515,0.41184,1.03248,1.63702,1.30452,0.00107211,0.00107211,0.00107211
69,1026.57,1.1708,1.22038,1.20757,0.68982,0.73077,0.62183,0.42711,1.0272,1.34346,1.28363,0.00106242,0.00106242,0.00106242
70,1039.86,1.10201,1.11171,1.17486,0.67696,0.80769,0.63674,0.43976,0.98858,1.07487,1.27526,0.00105264,0.00105264,0.00105264
71,1053.58,1.10064,1.12043,1.17043,0.73255,0.84288,0.68224,0.48761,0.9386,1.07072,1.26819,0.00104278,0.00104278,0.00104278
72,1067.21,1.04034,1.16339,1.15697,0.71227,0.80769,0.69616,0.49801,0.98174,1.19933,1.33286,0.00103284,0.00103284,0.00103284
73,1081.12,1.07107,1.08885,1.20622,0.63341,0.79768,0.68125,0.46792,1.01858,1.25759,1.40183,0.00102282,0.00102282,0.00102282
74,1094.94,1.05537,1.03809,1.11638,0.58545,0.86931,0.63751,0.44293,1.16972,1.17099,1.53084,0.00101273,0.00101273,0.00101273
75,1108.55,1.13766,1.15224,1.18017,0.65509,0.80366,0.63854,0.39447,1.32195,1.30703,1.66097,0.00100257,0.00100257,0.00100257
76,1121.9,1.11784,1.10397,1.18243,0.55948,0.84615,0.62963,0.38441,1.30378,1.31034,1.59516,0.000992338,0.000992338,0.000992338
77,1136.14,1.02924,1.13035,1.15313,0.54589,0.84615,0.61028,0.38218,1.13413,1.21484,1.46031,0.00098204,0.00098204,0.00098204
78,1149.11,1.06888,1.18956,1.12591,0.59562,0.80769,0.63324,0.40358,1.18048,1.20626,1.4953,0.000971677,0.000971677,0.000971677
79,1162.72,1.07278,1.09925,1.17556,0.64777,0.76923,0.60966,0.39404,1.21487,1.17258,1.50673,0.000961253,0.000961253,0.000961253
80,1176.59,1.0477,1.14292,1.13028,0.72099,0.73077,0.7061,0.40772,1.17699,1.09403,1.42741,0.00095077,0.00095077,0.00095077
81,1191.52,1.07968,1.03697,1.18071,0.64895,0.88462,0.69681,0.43203,1.11416,1.10487,1.38707,0.00094023,0.00094023,0.00094023
82,1205.68,0.98846,1.14908,1.12497,0.64565,0.80769,0.63991,0.42668,1.03639,1.18839,1.32778,0.000929636,0.000929636,0.000929636
83,1219.7,1.01991,1.11173,1.12883,0.71988,0.76923,0.69127,0.42174,1.04365,1.16277,1.33687,0.000918991,0.000918991,0.000918991
84,1233.63,0.96843,1.01591,1.09306,0.69522,0.87749,0.70448,0.47928,1.07356,1.18049,1.36952,0.000908297,0.000908297,0.000908297
85,1247.58,1.01533,1.05042,1.10575,0.68115,0.80769,0.67657,0.47295,1.005,1.22688,1.33596,0.000897557,0.000897557,0.000897557
86,1261.16,1.01063,1.0579,1.14926,0.67936,0.8151,0.65081,0.46173,0.95876,1.27775,1.29709,0.000886774,0.000886774,0.000886774
87,1274.86,1.02622,1.01156,1.09739,0.68472,0.83555,0.63238,0.44065,0.97407,1.25948,1.31005,0.00087595,0.00087595,0.00087595
88,1288.13,1.04864,1.10046,1.14643,0.68007,0.84615,0.64728,0.46214,0.89145,1.28987,1.22667,0.000865088,0.000865088,0.000865088
89,1301.88,0.92542,1.06429,1.08842,0.68263,0.82756,0.66749,0.46849,0.82744,1.19833,1.16531,0.00085419,0.00085419,0.00085419
90,1315.5,0.98982,1.17421,1.15302,0.69432,0.88462,0.71422,0.48417,0.86165,1.16826,1.19189,0.00084326,0.00084326,0.00084326
91,1329.2,0.91708,1.0772,1.09235,0.67504,0.88462,0.686,0.47692,0.84167,1.10619,1.17941,0.0008323,0.0008323,0.0008323
92,1342.39,0.97071,1.05365,1.0828,0.65257,0.86716,0.67869,0.4789,0.93904,1.1619,1.27309,0.000821312,0.000821312,0.000821312
93,1355.57,0.93323,1.00179,1.06595,0.65352,0.84615,0.61201,0.41911,0.98082,1.22399,1.31798,0.0008103,0.0008103,0.0008103
94,1368.86,0.87394,1.02815,1.10129,0.65679,0.84615,0.67902,0.4503,0.93724,1.3479,1.24375,0.000799266,0.000799266,0.000799266
95,1382.59,0.9412,1.03214,1.08564,0.672,0.80769,0.66743,0.45358,0.89054,1.5411,1.19532,0.000788213,0.000788213,0.000788213
96,1396.44,0.98253,1.04489,1.09368,0.58556,0.96154,0.64304,0.42019,0.99048,1.31196,1.32127,0.000777143,0.000777143,0.000777143
97,1410.54,0.86524,1.0466,1.06319,0.60762,0.84615,0.58141,0.39921,0.95728,1.13744,1.3195,0.00076606,0.00076606,0.00076606
98,1423.67,0.91649,1.1196,1.11571,0.59869,0.80769,0.60498,0.42743,0.85729,1.04676,1.26651,0.000754966,0.000754966,0.000754966
99,1437.09,0.95857,1.01557,1.135,0.60171,0.76923,0.59189,0.41083,0.86783,1.1372,1.26772,0.000743864,0.000743864,0.000743864
100,1451.24,0.86246,0.9845,1.10247,0.6868,0.75931,0.65019,0.4579,0.84691,1.16753,1.21346,0.000732756,0.000732756,0.000732756
101,1465.99,0.94986,1.0282,1.11601,0.72765,0.76923,0.70663,0.49706,0.90253,1.286,1.24742,0.000721645,0.000721645,0.000721645
102,1479.39,0.87768,1.06642,1.09128,0.59851,0.92308,0.69024,0.51433,0.86277,1.30384,1.20531,0.000710534,0.000710534,0.000710534
103,1493.73,0.94378,0.97393,1.08199,0.61282,0.88462,0.67304,0.5018,0.84439,1.29106,1.18337,0.000699426,0.000699426,0.000699426
104,1506.94,0.86595,1.09477,1.10288,0.66327,0.80769,0.6779,0.497,0.85908,1.13082,1.14602,0.000688324,0.000688324,0.000688324
105,1520.92,0.90635,1.08401,1.08915,0.63565,0.87256,0.6625,0.48597,0.85369,1.12963,1.13559,0.00067723,0.00067723,0.00067723
106,1534.69,0.88299,1.01805,1.06014,0.59126,0.88462,0.65961,0.4792,0.82744,1.16705,1.13896,0.000666147,0.000666147,0.000666147
107,1548.49,0.92457,0.94869,1.09113,0.60349,0.87823,0.64693,0.46944,0.89395,1.25523,1.20724,0.000655077,0.000655077,0.000655077
108,1561.86,0.9198,1.04509,1.09979,0.62431,0.80769,0.63277,0.4422,0.97045,1.32351,1.3231,0.000644024,0.000644024,0.000644024
109,1575.83,0.88036,0.93668,1.07701,0.64063,0.84615,0.63783,0.44038,1.07631,1.27173,1.47213,0.00063299,0.00063299,0.00063299
110,1589.37,0.8781,0.93881,1.04732,0.68216,0.84615,0.67345,0.45992,1.00792,1.27913,1.35722,0.000621978,0.000621978,0.000621978
111,1603.63,0.82282,0.95883,1.06159,0.6811,0.84615,0.70457,0.4824,0.94918,1.36771,1.30559,0.00061099,0.00061099,0.00061099
112,1617.14,0.84553,0.85711,1.02432,0.6653,0.84112,0.68464,0.48571,0.83447,1.28279,1.20769,0.00060003,0.00060003,0.00060003
113,1631.74,0.85188,1.01232,1.05566,0.64394,0.84615,0.67376,0.48708,0.74197,1.20277,1.14494,0.0005891,0.0005891,0.0005891
114,1645.53,0.81821,1.00453,1.08956,0.70244,0.84615,0.66784,0.48952,0.71242,1.21878,1.13574,0.000578202,0.000578202,0.000578202
115,1659.27,0.84658,0.97899,1.02513,0.70947,0.84533,0.66108,0.49745,0.72059,1.22883,1.15621,0.00056734,0.00056734,0.00056734
116,1673.34,0.92637,0.94748,1.05317,0.68562,0.84615,0.6903,0.48261,0.76749,1.26906,1.1741,0.000556516,0.000556516,0.000556516
117,1686.67,0.84904,0.90514,1.04188,0.61238,0.91167,0.65318,0.44338,0.77898,1.27374,1.18643,0.000545733,0.000545733,0.000545733
118,1699.74,0.72854,0.99834,1.04592,0.62066,0.88462,0.62677,0.44847,0.78759,1.22786,1.17676,0.000534993,0.000534993,0.000534993
119,1713.21,0.85534,0.91627,1.02465,0.61924,0.88462,0.61317,0.44634,0.8247,1.1671,1.19383,0.000524299,0.000524299,0.000524299
120,1727.72,0.80051,0.9056,1.04265,0.62672,0.88462,0.67073,0.49275,0.87748,1.09256,1.1968,0.000513654,0.000513654,0.000513654
121,1742.15,0.85931,0.89578,1.0088,0.67182,0.80769,0.67136,0.50385,0.72871,1.08175,1.14936,0.00050306,0.00050306,0.00050306
122,1755.48,0.73611,0.90688,0.98228,0.64006,0.88462,0.68044,0.48735,0.74331,1.0951,1.15801,0.00049252,0.00049252,0.00049252
123,1769.48,0.76374,0.98133,1.00697,0.61461,0.92012,0.6731,0.47786,0.75254,1.12249,1.14799,0.000482037,0.000482037,0.000482037
124,1783.46,0.80819,0.94816,0.99242,0.64222,0.84615,0.66052,0.45706,0.67847,1.12617,1.10724,0.000471613,0.000471613,0.000471613
125,1797.31,0.83512,0.85834,1.03234,0.64904,0.80769,0.62718,0.47232,0.6268,1.13718,1.09381,0.00046125,0.00046125,0.00046125
126,1811.31,0.80546,0.88294,1.0184,0.63494,0.80769,0.6089,0.45382,0.61901,1.13978,1.0822,0.000450952,0.000450952,0.000450952
127,1825.72,0.74422,0.86973,1.03045,0.64782,0.80769,0.62902,0.47416,0.59011,1.13054,1.0372,0.00044072,0.00044072,0.00044072
128,1839.03,0.7795,0.92733,1.01653,0.67623,0.88369,0.67563,0.50542,0.57457,1.08642,1.04418,0.000430558,0.000430558,0.000430558
129,1853.43,0.83216,0.88793,1.03491,0.68628,0.88462,0.69526,0.51672,0.62938,1.07501,1.06692,0.000420468,0.000420468,0.000420468
130,1867.11,0.75868,0.88348,0.98717,0.69174,0.88462,0.6654,0.50376,0.65994,1.06898,1.0824,0.000410452,0.000410452,0.000410452
131,1880.57,0.73286,0.95173,1.03102,0.69279,0.88462,0.68692,0.52839,0.64876,1.07791,1.08922,0.000400513,0.000400513,0.000400513
132,1894.11,0.82804,0.9121,0.99612,0.69523,0.88462,0.67914,0.48521,0.65222,1.0726,1.12292,0.000390653,0.000390653,0.000390653
133,1908,0.77409,0.89618,1.01558,0.63968,0.96154,0.67461,0.48401,0.63481,1.0884,1.11254,0.000380874,0.000380874,0.000380874
134,1922.32,0.6958,0.92209,1.0041,0.62469,0.96154,0.64167,0.45029,0.63239,1.08679,1.08689,0.00037118,0.00037118,0.00037118
135,1935.63,0.6754,0.95442,0.98197,0.63628,0.96154,0.66008,0.46846,0.6486,1.08543,1.07313,0.000361572,0.000361572,0.000361572
136,1949.72,0.70668,0.91805,1.01362,0.70492,0.91894,0.68519,0.50521,0.59274,1.07185,1.02535,0.000352053,0.000352053,0.000352053
137,1963.38,0.75663,0.90822,1.00202,0.70339,0.91232,0.68704,0.50726,0.56914,1.06646,1.02096,0.000342625,0.000342625,0.000342625
138,1977,0.74992,0.8831,0.99045,0.69637,0.88219,0.67594,0.52299,0.54735,1.08739,1.01443,0.000333291,0.000333291,0.000333291
139,1991.07,0.73029,0.78579,0.95705,0.67526,0.88462,0.66255,0.52553,0.53697,1.09273,1.00989,0.000324053,0.000324053,0.000324053
140,2004.89,0.69779,0.83558,0.99759,0.65206,0.88462,0.65123,0.50737,0.54287,1.13175,1.02198,0.000314912,0.000314912,0.000314912
141,2018.73,0.76647,0.88165,1.02626,0.65277,0.88462,0.64638,0.49162,0.56666,1.12709,1.03172,0.000305872,0.000305872,0.000305872
142,2032.32,0.74105,0.92361,0.9912,0.65416,0.88462,0.64404,0.47808,0.5822,1.14065,1.03025,0.000296935,0.000296935,0.000296935
143,2045.65,0.72276,0.8402,1.00232,0.67443,0.88462,0.65101,0.49367,0.59263,1.15388,1.03105,0.000288102,0.000288102,0.000288102
144,2059.16,0.69261,0.84448,0.96061,0.6761,0.88462,0.66032,0.47962,0.62376,1.15483,1.04703,0.000279376,0.000279376,0.000279376
145,2072.93,0.69205,0.88599,1.00595,0.6554,0.88462,0.66222,0.47838,0.59981,1.15085,1.03847,0.00027076,0.00027076,0.00027076
146,2087.11,0.63133,0.90194,1.00125,0.68173,0.90651,0.69416,0.48,0.61435,1.11934,1.05271,0.000262255,0.000262255,0.000262255
147,2100.44,0.68309,0.8321,0.98516,0.68262,0.91021,0.70413,0.50278,0.63518,1.09583,1.06262,0.000253863,0.000253863,0.000253863
148,2114.6,0.65871,0.81529,0.96712,0.67001,0.88462,0.69521,0.50401,0.6233,1.1127,1.0607,0.000245586,0.000245586,0.000245586
149,2128.66,0.65151,0.84598,0.96146,0.67442,0.88462,0.69767,0.50906,0.5955,1.18704,1.05524,0.000237427,0.000237427,0.000237427
150,2142.9,0.65255,0.79559,0.941,0.67166,0.88462,0.67451,0.51651,0.60674,1.22768,1.06183,0.000229388,0.000229388,0.000229388
151,2156.91,0.60596,0.83609,0.95415,0.68206,0.90788,0.70313,0.52337,0.62682,1.24449,1.07213,0.000221469,0.000221469,0.000221469
152,2170.69,0.71039,0.7702,0.95986,0.68938,0.96154,0.71303,0.51184,0.65649,1.33284,1.08673,0.000213675,0.000213675,0.000213675
153,2184.5,0.60857,0.90007,0.95874,0.69067,0.96154,0.72552,0.51944,0.63837,1.34994,1.06892,0.000206005,0.000206005,0.000206005
154,2198.28,0.6589,0.84861,0.98499,0.67869,0.92308,0.72219,0.53198,0.60983,1.27076,1.05262,0.000198463,0.000198463,0.000198463
155,2211.8,0.60222,0.79564,0.9516,0.67909,0.89551,0.71198,0.53526,0.59169,1.20547,1.04617,0.00019105,0.00019105,0.00019105
156,2225.18,0.58915,0.9138,0.95561,0.69194,0.86418,0.69601,0.52364,0.55128,1.12706,1.03928,0.000183768,0.000183768,0.000183768
157,2238.71,0.63584,0.81563,0.96868,0.68945,0.85409,0.68664,0.50683,0.55312,1.13907,1.03064,0.000176619,0.000176619,0.000176619
158,2252.58,0.63333,0.8837,0.94328,0.68396,0.83265,0.69404,0.5135,0.57099,1.16984,1.03533,0.000169604,0.000169604,0.000169604
159,2265.96,0.68028,0.8176,0.97972,0.62986,0.91644,0.69386,0.50921,0.58002,1.1927,1.03132,0.000162725,0.000162725,0.000162725
160,2279.53,0.61259,0.8073,0.94309,0.62905,0.91333,0.67057,0.49912,0.57183,1.22267,1.03297,0.000155984,0.000155984,0.000155984
161,2293.96,0.66043,0.7891,0.9247,0.63012,0.91744,0.66835,0.48779,0.55784,1.22904,1.02945,0.000149383,0.000149383,0.000149383
162,2307.24,0.67651,0.86334,0.95627,0.62931,0.91431,0.67735,0.499,0.55283,1.22563,1.02297,0.000142923,0.000142923,0.000142923
163,2320.57,0.60452,0.78939,0.95015,0.66811,0.84615,0.68298,0.50432,0.56291,1.236,1.02446,0.000136605,0.000136605,0.000136605
164,2333.95,0.56878,0.80847,0.94581,0.67253,0.84615,0.68046,0.48334,0.57622,1.23321,1.03015,0.000130432,0.000130432,0.000130432
165,2347.98,0.58722,0.79768,0.9516,0.6794,0.84615,0.68232,0.50339,0.56413,1.19972,1.01921,0.000124405,0.000124405,0.000124405
166,2362.1,0.64001,0.74053,0.9325,0.68651,0.84615,0.68232,0.51014,0.56527,1.16218,1.01916,0.000118526,0.000118526,0.000118526
167,2375.93,0.60615,0.78547,0.93136,0.62915,0.91371,0.66592,0.50373,0.56325,1.1372,1.01256,0.000112795,0.000112795,0.000112795
168,2389.86,0.53475,0.89749,0.9388,0.62963,0.91555,0.67619,0.51612,0.56381,1.14625,1.00905,0.000107214,0.000107214,0.000107214
169,2403.36,0.56605,0.82286,0.9373,0.62935,0.91445,0.68198,0.51952,0.56135,1.13988,1.00685,0.000101785,0.000101785,0.000101785
170,2416.72,0.54666,0.81994,0.92161,0.68057,0.8197,0.6712,0.52637,0.56746,1.13297,1.01165,9.6509e-05,9.6509e-05,9.6509e-05
171,2430.77,0.60107,0.80576,0.9559,0.68046,0.8193,0.70358,0.53634,0.57542,1.13291,1.01849,9.13871e-05,9.13871e-05,9.13871e-05
172,2444.07,0.56369,0.85902,0.9141,0.68488,0.83614,0.68899,0.52051,0.57878,1.12965,1.02172,8.64207e-05,8.64207e-05,8.64207e-05
173,2457.74,0.59378,0.75449,0.94048,0.6858,0.83966,0.68949,0.52471,0.56416,1.11716,1.01312,8.16111e-05,8.16111e-05,8.16111e-05
174,2471.74,0.60495,0.86579,1.02768,0.68788,0.84768,0.70026,0.52158,0.56371,1.13158,1.01384,7.69593e-05,7.69593e-05,7.69593e-05
175,2485.69,0.57146,0.86086,0.93624,0.69212,0.86493,0.70991,0.53643,0.55223,1.15629,1.01141,7.24667e-05,7.24667e-05,7.24667e-05
176,2498.97,0.54948,0.79554,0.94319,0.6947,0.87541,0.70185,0.5411,0.55547,1.14729,1.01538,6.81342e-05,6.81342e-05,6.81342e-05
177,2512.18,0.61706,0.81466,0.9364,0.69582,0.87994,0.69844,0.53803,0.55691,1.15752,1.01878,6.3963e-05,6.3963e-05,6.3963e-05
178,2525.13,0.54211,0.81896,0.95,0.69546,0.87848,0.69292,0.52675,0.55266,1.16235,1.0207,5.9954e-05,5.9954e-05,5.9954e-05
179,2538.58,0.56482,0.83662,0.95598,0.69452,0.87466,0.67889,0.51672,0.54223,1.1661,1.01328,5.61083e-05,5.61083e-05,5.61083e-05
180,2553.41,0.57254,0.7824,0.95679,0.66954,0.88462,0.68896,0.52927,0.53421,1.15837,1.0044,5.24268e-05,5.24268e-05,5.24268e-05
181,2567.06,0.52685,0.80217,0.94097,0.67156,0.88462,0.69502,0.53711,0.53479,1.16448,1.00394,4.89104e-05,4.89104e-05,4.89104e-05
182,2580.42,0.60018,0.80239,0.95902,0.67283,0.88462,0.69277,0.53398,0.53467,1.17255,1.00168,4.556e-05,4.556e-05,4.556e-05
183,2593.58,0.61211,0.78654,0.95366,0.66993,0.88462,0.68246,0.52197,0.52888,1.16979,1.00215,4.23765e-05,4.23765e-05,4.23765e-05
